user_id,age_group,gender,occupation,phone_type,subscription_type,home_lat,home_lon,home_h3,locality,department,region,urban_rural,household_size,initial_wealth_score,creation_timestamp
927ba513bdd1,35-44,M,informal_sector,smartphone,prepaid,5.305497,-4.108918,87751902cffffff,Abidjan-Ville,Abidjan,Abidjan,urban,2,0.578,2026-01-13T15:03:43.111011
568984bd1a61,55+,F,trader,smartphone,prepaid,5.465857,-4.03971,877519889ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,3,0.86,2026-01-13T15:03:43.111758
37d0a8523168,18-24,M,informal_sector,smartphone,prepaid,5.358042,-4.095914,87751910bffffff,Abidjan-Ville,Abidjan,Abidjan,urban,6,0.784,2026-01-13T15:03:43.112521
f407c9a71fd1,18-24,F,trader,feature,prepaid,5.325072,-4.009663,877519163ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,2,0.605,2026-01-13T15:03:43.113293
291fb29a76a9,25-34,F,trader,basic,prepaid,5.300064,-4.087333,877519153ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,6,0.475,2026-01-13T15:03:43.114043
e35be5d995fc,18-24,M,employee,feature,prepaid,6.986797,-6.38783,8775134ebffffff,Daloa,Haut-Sassandra,Sassandra-Marahoué,urban,4,0.73,2026-01-13T15:03:43.114789
fda84dd6046a,25-34,M,employee,basic,prepaid,7.960135,-4.840608,87751529bffffff,Bouake,Gbeke,ValléeduBandama,urban,7,0.505,2026-01-13T15:03:43.115578
f9f1f2522a3a,18-24,F,trader,feature,prepaid,5.275071,-4.049109,87751915dffffff,Abidjan-Ville,Abidjan,Abidjan,urban,1,0.676,2026-01-13T15:03:43.116325
a931ef01e65b,35-44,F,student,smartphone,prepaid,9.407977,-5.511747,87753268bffffff,Karakoro,Poro,Savanes,rural,2,0.85,2026-01-13T15:03:43.117136
cb7e81b9b060,55+,F,farmer,smartphone,prepaid,6.088152,-3.313514,87750e4eeffffff,Bettie,Indénié-Djuablin,Comoé,rural,2,0.422,2026-01-13T15:03:43.117930
da0b8ed8bd22,18-24,F,informal_sector,smartphone,prepaid,7.93335,-4.945972,87751565dffffff,Bouake,Gbeke,ValléeduBandama,urban,1,0.481,2026-01-13T15:03:43.119587
c7dd9f7b2826,35-44,F,informal_sector,smartphone,prepaid,5.395416,-4.131893,87751911cffffff,Abidjan-Ville,Abidjan,Abidjan,urban,1,0.589,2026-01-13T15:03:43.120764
45be0f7e1632,18-24,M,informal_sector,smartphone,prepaid,7.524615,-7.565628,8775a1121ffffff,Man,Tonkpi,Montagnes,urban,6,0.811,2026-01-13T15:03:43.121621
7848555900ae,25-34,M,informal_sector,basic,prepaid,7.837099,-5.013574,877511991ffffff,Bouake,Gbeke,ValléeduBandama,urban,3,0.101,2026-01-13T15:03:43.122409
b52c161f19bb,25-34,F,student,feature,prepaid,7.622458,-4.948153,8775118dcffffff,Bouake,Gbeke,ValléeduBandama,urban,7,0.735,2026-01-13T15:03:43.123194
3d1d235491de,25-34,M,other,smartphone,prepaid,5.385274,-4.007847,8775198ddffffff,Abidjan-Ville,Abidjan,Abidjan,urban,3,0.742,2026-01-13T15:03:43.124011
42029f206d5f,25-34,F,employee,smartphone,prepaid,5.453575,-4.053981,8775198d6ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,3,0.984,2026-01-13T15:03:43.124780
50cfcc98c6b3,35-44,M,trader,smartphone,prepaid,5.424443,-3.968827,8775198c5ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,6,0.8,2026-01-13T15:03:43.125549
ce4b2aaff595,18-24,F,other,feature,prepaid,7.823775,-5.081855,877511d63ffffff,Bouake,Gbeke,ValléeduBandama,urban,1,0.325,2026-01-13T15:03:43.126327
9eeb93b92d1a,18-24,M,trader,basic,prepaid,5.305167,-3.985199,87751916effffff,Abidjan-Ville,Abidjan,Abidjan,urban,3,0.506,2026-01-13T15:03:43.127103
cc20fb1c5cbc,18-24,F,farmer,feature,prepaid,4.688449,-6.755386,877436176ffffff,San-Pedro,San-Pédro,Bas-Sassandra,urban,3,0.519,2026-01-13T15:03:43.127849
e0cf291a1918,25-34,F,farmer,feature,postpaid,7.672467,-4.999441,877511888ffffff,Bouake,Gbeke,ValléeduBandama,urban,1,0.488,2026-01-13T15:03:43.128630
7a18be7635c7,25-34,F,informal_sector,basic,postpaid,9.480503,-5.61898,875449a64ffffff,Korhogo,Poro,Savanes,urban,4,0.452,2026-01-13T15:03:43.129451
c035dc74279f,25-34,F,employee,basic,prepaid,7.942568,-4.976006,87751565effffff,Bouake,Gbeke,ValléeduBandama,urban,3,0.564,2026-01-13T15:03:43.130273
cc318b3def03,35-44,F,trader,smartphone,prepaid,5.407826,-4.111625,877519100ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,2,0.87,2026-01-13T15:03:43.131043
c53a2f8a772c,45-54,F,employee,feature,prepaid,9.646074,-6.608492,87544825affffff,Kolia,Bagoué,Savanes,urban,4,0.751,2026-01-13T15:03:43.131840
5d2b30852e4d,45-54,M,employee,feature,prepaid,6.694404,-6.444777,8775add33ffffff,Daloa,Haut-Sassandra,Sassandra-Marahoué,urban,5,0.829,2026-01-13T15:03:43.132629
569586a115b2,18-24,F,employee,feature,prepaid,5.927538,-4.771358,8775180ccffffff,Tiassalé,Agnéby-Tiassa,Lagunes,rural,3,0.624,2026-01-13T15:03:43.133411
e12d12f67540,18-24,F,unemployed,basic,prepaid,5.271796,-3.824565,877519b1affffff,Abidjan-Ville,Abidjan,Abidjan,urban,5,0.153,2026-01-13T15:03:43.134173
7f803951ccfd,35-44,F,employee,basic,postpaid,5.28967,-6.677317,8775a90d3ffffff,San-Pedro,San-Pédro,Bas-Sassandra,urban,6,0.561,2026-01-13T15:03:43.134923
785470ecd5b9,18-24,F,trader,smartphone,postpaid,5.412408,-4.097594,877519105ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,3,1.0,2026-01-13T15:03:43.135665
428ecfa1af4d,35-44,F,trader,basic,prepaid,7.423255,-7.540126,8775a1155ffffff,Man,Tonkpi,Montagnes,urban,3,0.451,2026-01-13T15:03:43.136432
b6edec9d9b95,55+,M,farmer,smartphone,postpaid,5.311862,-3.924447,877519b82ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,3,0.883,2026-01-13T15:03:43.137365
27e89917f768,25-34,M,trader,smartphone,prepaid,5.343942,-3.983062,877519165ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,4,0.654,2026-01-13T15:03:43.139988
eca0c97bbde5,45-54,F,other,smartphone,postpaid,5.417683,-4.065005,87751912cffffff,Abidjan-Ville,Abidjan,Abidjan,urban,2,0.929,2026-01-13T15:03:43.142684
3f8a5d118c91,25-34,M,informal_sector,feature,prepaid,5.268529,-3.975723,877519169ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,3,0.296,2026-01-13T15:03:43.143610
111709d98c4b,18-24,F,farmer,smartphone,prepaid,5.31456,-6.488388,8775a904affffff,San-Pedro,San-Pédro,Bas-Sassandra,urban,3,0.542,2026-01-13T15:03:43.144659
bbf7a1f59ff0,18-24,F,informal_sector,smartphone,prepaid,5.339325,-4.022167,877519162ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,4,0.786,2026-01-13T15:03:43.145960
f1d2d7271479,25-34,F,trader,basic,prepaid,5.349463,-3.984631,877519164ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,7,0.567,2026-01-13T15:03:43.146931
fd06c4b3c4a9,18-24,M,farmer,basic,postpaid,6.839392,-5.467315,87751ec72ffffff,Yamoussoukro,Yamoussoukro,Yamoussoukro,urban,3,0.449,2026-01-13T15:03:43.147709
72651e700bf7,18-24,F,informal_sector,smartphone,prepaid,9.053471,-7.66875,8775a486dffffff,Bako,Kabadougou,Denguélé,urban,7,0.534,2026-01-13T15:03:43.148534
a98779eae01f,35-44,F,informal_sector,basic,postpaid,5.425061,-4.047829,8775198d2ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,4,0.389,2026-01-13T15:03:43.149350
40711db9ec4b,45-54,M,student,feature,prepaid,5.32516,-3.943299,877519b90ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,4,0.594,2026-01-13T15:03:43.150228
4c9f1698c2a9,35-44,F,farmer,feature,postpaid,6.64537,-5.400748,87751e030ffffff,Yamoussoukro,Yamoussoukro,Yamoussoukro,urban,5,0.66,2026-01-13T15:03:43.151071
9fdd85d1dc67,45-54,M,student,feature,prepaid,7.364239,-4.750827,877511aeaffffff,Tie-N'diekro,Bélier,Lacs,rural,4,0.463,2026-01-13T15:03:43.151882
285ef4c6f2f9,25-34,M,farmer,basic,prepaid,6.539244,-3.392609,877503228ffffff,Abengourou,Indénié-Djuablin,Comoé,urban,5,0.326,2026-01-13T15:03:43.152697
ab2838f7c5c3,35-44,F,farmer,smartphone,prepaid,5.276615,-4.053547,877519158ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,3,0.616,2026-01-13T15:03:43.153633
e63c3cfdf161,35-44,F,employee,basic,prepaid,5.362269,-4.09827,877519108ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,3,0.619,2026-01-13T15:03:43.154916
b52c5b97e654,35-44,M,unemployed,smartphone,prepaid,5.398037,-6.768252,8775a9094ffffff,San-Pedro,San-Pédro,Bas-Sassandra,urban,4,0.62,2026-01-13T15:03:43.156251
3ed072b5d17c,45-54,F,informal_sector,smartphone,prepaid,7.360909,-7.635001,8775a1001ffffff,Man,Tonkpi,Montagnes,urban,5,0.661,2026-01-13T15:03:43.157208
5abacaadbf8e,35-44,M,farmer,feature,prepaid,5.799944,-6.027702,87751a51affffff,Gagnoa,Gôh,Gôh-Djiboua,urban,3,0.404,2026-01-13T15:03:43.158080
a6e0befa7386,45-54,M,informal_sector,basic,prepaid,7.935162,-4.991255,8775156edffffff,Bouake,Gbeke,ValléeduBandama,urban,8,0.159,2026-01-13T15:03:43.158998
20a9495b95a4,45-54,F,farmer,basic,prepaid,5.381574,-4.018838,8775198d8ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,3,0.261,2026-01-13T15:03:43.159963
614efc1b5026,18-24,M,employee,feature,prepaid,7.025091,-6.814695,8775ac8f0ffffff,Daloa,Haut-Sassandra,Sassandra-Marahoué,urban,5,0.634,2026-01-13T15:03:43.160822
78c64f690403,35-44,F,trader,feature,prepaid,7.345229,-3.017096,877500343ffffff,Transua,Gontougo,Zanzan,urban,5,0.54,2026-01-13T15:03:43.161780
67da154eda0c,25-34,M,student,smartphone,prepaid,7.946389,-4.693562,8775152c5ffffff,Bouake,Gbeke,ValléeduBandama,urban,6,0.76,2026-01-13T15:03:43.162694
375e28382971,18-24,M,trader,smartphone,prepaid,8.056871,-4.734348,877515212ffffff,Bonieredougou,Hambol,ValléeduBandama,rural,6,0.74,2026-01-13T15:03:43.163661
af960f121ce3,18-24,M,student,basic,prepaid,5.431217,-3.976958,8775198c4ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,4,0.35,2026-01-13T15:03:43.164557
dd68ca24ad6f,18-24,F,farmer,basic,prepaid,9.027205,-6.979795,87544b048ffffff,Seguelon,Kabadougou,Denguélé,urban,6,0.268,2026-01-13T15:03:43.165433
fe850003499d,25-34,M,informal_sector,smartphone,postpaid,7.794821,-3.807279,877500493ffffff,Kouassi-Datekro,Gontougo,Zanzan,urban,3,0.764,2026-01-13T15:03:43.166344
d28fe0058f02,35-44,M,farmer,feature,prepaid,5.433542,-3.972642,8775198e3ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,3,0.35,2026-01-13T15:03:43.167209
5d2ba9c0ded8,25-34,M,employee,feature,prepaid,9.471395,-4.869924,877533c92ffffff,Koumbala,Tchologo,Savanes,rural,2,0.599,2026-01-13T15:03:43.168082
65557528c417,25-34,M,unemployed,basic,prepaid,5.448898,-4.109291,877519122ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,4,0.027,2026-01-13T15:03:43.168943
ce10379e7dfd,18-24,M,farmer,basic,postpaid,6.712408,-6.132416,87751364bffffff,Bonon,Marahoué,Sassandra-Marahoué,rural,3,0.212,2026-01-13T15:03:43.169910
3bf9bd45302c,18-24,F,unemployed,basic,prepaid,5.34441,-6.259817,8775a9ac4ffffff,Sassandra,Gbôkle,Bas-Sassandra,urban,4,0.03,2026-01-13T15:03:43.170782
473ba2cadfe9,25-34,F,farmer,feature,prepaid,7.945716,-4.740286,8775152d5ffffff,Bouake,Gbeke,ValléeduBandama,urban,7,0.506,2026-01-13T15:03:43.171639
a1c73c5b3744,55+,M,trader,feature,prepaid,7.791355,-4.893717,877511831ffffff,Bouake,Gbeke,ValléeduBandama,urban,3,0.712,2026-01-13T15:03:43.172523
28a0cc30911f,25-34,F,unemployed,smartphone,prepaid,5.329077,-4.041963,877519146ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,3,0.647,2026-01-13T15:03:43.173453
b58270203aac,25-34,M,trader,feature,prepaid,5.448559,-4.544192,877519416ffffff,Dabou,GrandsPonts,Lagunes,urban,5,0.66,2026-01-13T15:03:43.174430
eadee01e8dae,25-34,F,unemployed,feature,prepaid,5.415378,-3.9684,8775198c5ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,2,0.495,2026-01-13T15:03:43.175297
da06d1a4dd2a,18-24,M,student,feature,prepaid,5.157461,-6.360967,8775a935affffff,San-Pedro,San-Pédro,Bas-Sassandra,urban,5,0.333,2026-01-13T15:03:43.176193
dea4b2139231,45-54,M,employee,basic,prepaid,6.019108,-6.141536,8775ad205ffffff,Guiberoua,Gôh,Gôh-Djiboua,rural,4,0.426,2026-01-13T15:03:43.177095
84a7f2290100,45-54,M,farmer,smartphone,prepaid,6.859894,-5.458384,87751ec74ffffff,Yamoussoukro,Yamoussoukro,Yamoussoukro,urban,4,0.402,2026-01-13T15:03:43.178010
ca3ecb597300,25-34,M,informal_sector,smartphone,prepaid,7.408454,-7.60008,8775a1025ffffff,Man,Tonkpi,Montagnes,urban,3,0.834,2026-01-13T15:03:43.178869
b4ce0fc95560,35-44,M,student,feature,prepaid,5.342763,-3.983623,877519165ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,1,0.647,2026-01-13T15:03:43.179746
e7817fdbfb6e,18-24,F,trader,smartphone,postpaid,5.809509,-5.422829,87751ab9dffffff,Divo,Lôh-Djiboua,Gôh-Djiboua,urban,2,1.0,2026-01-13T15:03:43.180681
b6f389d06de1,25-34,M,employee,smartphone,postpaid,7.675852,-4.647713,87750248bffffff,Brobo,Gbeke,ValléeduBandama,urban,5,1.0,2026-01-13T15:03:43.181561
5d077b67d2a1,18-24,F,trader,basic,prepaid,8.20899,-7.892973,8775a5486ffffff,Ouaninou,Bafing,Woroba,rural,2,0.475,2026-01-13T15:03:43.182537
88f3bf7940a4,45-54,F,student,feature,prepaid,9.604053,-5.654757,875449b76ffffff,Korhogo,Poro,Savanes,urban,3,0.375,2026-01-13T15:03:43.183455
a5f6b407e68d,45-54,F,farmer,basic,prepaid,5.04949,-6.472951,8775a92c4ffffff,San-Pedro,San-Pédro,Bas-Sassandra,urban,8,0.31,2026-01-13T15:03:43.184367
a57edab04ca1,45-54,F,employee,basic,prepaid,5.936356,-5.418843,87751a8edffffff,Divo,Lôh-Djiboua,Gôh-Djiboua,urban,4,0.343,2026-01-13T15:03:43.185362
578f93cacfed,35-44,F,farmer,feature,prepaid,6.748803,-5.17668,87751e8ccffffff,Yamoussoukro,Yamoussoukro,Yamoussoukro,urban,5,0.532,2026-01-13T15:03:43.186292
75330e9f3be6,45-54,M,farmer,feature,prepaid,5.269416,-3.91098,877519b9dffffff,Abidjan-Ville,Abidjan,Abidjan,urban,4,0.406,2026-01-13T15:03:43.187203
03470b5e9027,25-34,M,employee,basic,prepaid,8.105746,-3.677717,877506274ffffff,Sandégué,Gontougo,Zanzan,urban,8,0.652,2026-01-13T15:03:43.188112
63eb51aeead9,35-44,F,employee,feature,prepaid,8.87331,-7.634731,8775a4a21ffffff,Booko,Bafing,Woroba,rural,7,0.515,2026-01-13T15:03:43.189091
fa8ad0471955,18-24,M,employee,smartphone,postpaid,6.887701,-3.663726,8775030aeffffff,Abengourou,Indénié-Djuablin,Comoé,urban,3,1.0,2026-01-13T15:03:43.190097
73710b0fd2d6,45-54,F,student,basic,prepaid,6.826519,-5.419842,87751ec44ffffff,Yamoussoukro,Yamoussoukro,Yamoussoukro,urban,4,0.383,2026-01-13T15:03:43.191168
2c7f03a06924,25-34,F,farmer,feature,prepaid,5.259066,-4.060115,87751915bffffff,Abidjan-Ville,Abidjan,Abidjan,urban,5,0.521,2026-01-13T15:03:43.192174
5a3d4620f62f,25-34,M,trader,feature,prepaid,5.210924,-3.697792,877519b46ffffff,Grand-Bassam,SudComoé,Comoé,urban,5,0.85,2026-01-13T15:03:43.193092
5bb739aefe5b,25-34,M,farmer,smartphone,postpaid,5.336579,-4.124101,877519020ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,4,0.768,2026-01-13T15:03:43.194026
ed6c2da526e0,35-44,M,farmer,basic,prepaid,7.987744,-4.658954,8775152e5ffffff,Bouake,Gbeke,ValléeduBandama,urban,4,0.306,2026-01-13T15:03:43.194990
137dff8a9a63,18-24,M,informal_sector,smartphone,postpaid,5.507164,-4.49677,87751951effffff,Dabou,GrandsPonts,Lagunes,rural,6,0.784,2026-01-13T15:03:43.195965
f4cf61865d37,45-54,M,employee,basic,prepaid,5.179658,-6.870864,8775a9788ffffff,San-Pedro,San-Pédro,Bas-Sassandra,urban,2,0.428,2026-01-13T15:03:43.196888
6680c4c254f7,35-44,M,farmer,smartphone,prepaid,6.983272,-5.37839,87751ed66ffffff,Yamoussoukro,Yamoussoukro,Yamoussoukro,urban,7,0.664,2026-01-13T15:03:43.197865
4d7510ae2f98,25-34,F,farmer,feature,prepaid,6.728566,-6.727464,8775aca8bffffff,Zoukougbeu,Haut-Sassandra,Sassandra-Marahoué,urban,5,0.484,2026-01-13T15:03:43.198850
26e97c501971,18-24,F,other,basic,prepaid,4.860202,-6.42999,877434486ffffff,San-Pedro,San-Pédro,Bas-Sassandra,urban,4,0.405,2026-01-13T15:03:43.199819
73130ad6d593,25-34,M,farmer,feature,prepaid,5.413272,-4.028778,8775198d1ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,6,0.433,2026-01-13T15:03:43.200732
a8e753941d33,25-34,F,farmer,smartphone,prepaid,9.81164,-6.026348,875449999ffffff,Kassere,Bagoué,Savanes,urban,4,0.508,2026-01-13T15:03:43.201600
3a081fdf24bf,35-44,F,informal_sector,basic,prepaid,5.29941,-4.004044,877519145ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,3,0.258,2026-01-13T15:03:43.202446
a0cb59ea1dce,45-54,M,farmer,basic,prepaid,6.66978,-5.378699,87751e11bffffff,Yamoussoukro,Yamoussoukro,Yamoussoukro,urban,5,0.368,2026-01-13T15:03:43.203312
a67e2b83f074,45-54,M,employee,smartphone,prepaid,8.586605,-7.121022,8775a5823ffffff,Djibrosso,Worodougou,Woroba,rural,7,0.623,2026-01-13T15:03:43.204198
3a8a9163f282,35-44,M,farmer,basic,prepaid,6.169574,-3.255094,87750e429ffffff,Bettie,Indénié-Djuablin,Comoé,rural,4,0.132,2026-01-13T15:03:43.205131
a294081c6a2e,25-34,M,informal_sector,smartphone,prepaid,7.878584,-4.750939,8775152dbffffff,Bouake,Gbeke,ValléeduBandama,urban,7,0.889,2026-01-13T15:03:43.206036
