user_id,timestamp,origin_locality,origin_region,current_locality,current_region,origin_lat,origin_lon,current_lat,current_lon,residence_duration_days,movement_type,is_return_migration,previous_locations,distance_km
9fff59f28a9f,2024-01-26T00:00:00,Abidjan-Ville,Abidjan,Kanakono,Savanes,5.433374,-4.071251,10.485469,-6.222062,113,work_migration,False,[np.str_('Abidjan-Ville')],609.6
ad03025b9861,2024-01-18T00:00:00,Korhogo,Savanes,Botro,ValléeduBandama,9.507529,-5.632245,7.846052,-5.229585,337,work_migration,False,[np.str_('Korhogo')],190.0
fbe404aa2049,2024-01-13T00:00:00,Abidjan-Ville,Abidjan,Dimbokro,Lacs,5.382375,-4.000836,6.73259,-4.807095,36,circular_migration,False,[np.str_('Abidjan-Ville')],174.6
ac53f30f9da0,2024-01-14T00:00:00,San-Pedro,Bas-Sassandra,Agou,Lagunes,5.138396,-6.36853,5.863647,-3.949446,335,work_migration,False,[np.str_('San-Pedro')],279.6
eae869c88e55,2024-01-03T00:00:00,Tioroniaradougou,Savanes,Koumbala,Savanes,9.315947,-5.657691,9.419347,-5.308145,25,temporary_stay,False,[np.str_('Tioroniaradougou')],40.0
a3cda84bc6d0,2024-01-15T00:00:00,Korhogo,Savanes,Seguelon,Denguélé,9.648343,-5.779076,9.120645,-6.826416,105,seasonal_agriculture,False,[np.str_('Korhogo')],129.0
cf163be0221b,2024-01-16T00:00:00,M'batto,Lacs,Ettrokro,Lacs,6.347282,-4.5077,7.369125,-3.569228,198,work_migration,False,"[np.str_(""M'batto"")]",153.8
66530d59866e,2024-01-20T00:00:00,Issia,Sassandra-Marahoué,Samatiguila,Denguélé,6.434043,-6.735897,9.800679,-7.598747,320,work_migration,False,[np.str_('Issia')],386.2
50cbb998b960,2024-01-21T00:00:00,Abidjan-Ville,Abidjan,Dioulatiedougou,Denguélé,5.303652,-4.114499,9.058134,-7.322079,31,seasonal_agriculture,False,[np.str_('Abidjan-Ville')],547.2
b9d39c94e850,2024-01-09T00:00:00,Abidjan-Ville,Abidjan,Toumodi,Lacs,5.431847,-3.972552,6.380344,-4.976666,50,temporary_stay,False,[np.str_('Abidjan-Ville')],153.2
9ff74bf53121,2024-01-29T00:00:00,Abidjan-Ville,Abidjan,Koun-Fao,Zanzan,5.3404,-4.051851,7.409756,-3.348746,125,permanent_relocation,False,[np.str_('Abidjan-Ville')],242.9
9e9b9cb23be9,2024-01-25T00:00:00,Boundiali,Savanes,Tortiya,ValléeduBandama,9.63937,-6.233093,8.735072,-5.657553,143,education_migration,False,[np.str_('Boundiali')],118.8
d7ad7532cd72,2024-01-03T00:00:00,Abidjan-Ville,Abidjan,Gueyo,Bas-Sassandra,5.386535,-4.041382,5.6511,-6.153132,264,work_migration,True,"[np.str_('Abidjan-Ville'), np.str_('Anyama')]",235.6
f08fbf78ec97,2024-01-03T00:00:00,Agou,Lagunes,Tengréla,Savanes,5.890096,-3.965933,10.553997,-6.499307,61,seasonal_agriculture,False,[np.str_('Agou')],588.8
73971fa018eb,2024-01-10T00:00:00,Bouake,ValléeduBandama,Yakasse-Attobrou,Lagunes,7.686161,-5.085776,6.133065,-3.492705,203,work_migration,False,[np.str_('Bouake')],246.5
e16c09092c99,2024-01-16T00:00:00,Korhogo,Savanes,Daloa,Sassandra-Marahoué,9.586577,-5.592292,6.676109,-6.36781,130,education_migration,True,"[np.str_('Korhogo'), np.str_('Bingerville')]",334.7
e26806837611,2024-01-24T00:00:00,Daloa,Sassandra-Marahoué,Odienné,Denguélé,6.704296,-6.16516,9.580254,-7.638608,155,education_migration,True,"[np.str_('Daloa'), np.str_('Abidjan-Ville')]",358.6
df44ac05383d,2024-01-25T00:00:00,Yamoussoukro,Yamoussoukro,Seguelon,Denguélé,6.677063,-5.26975,9.124107,-6.815229,220,permanent_relocation,True,"[np.str_('Yamoussoukro'), np.str_('Bingerville')]",320.9
84c0e55744de,2024-01-08T00:00:00,Yamoussoukro,Yamoussoukro,Daloa,Sassandra-Marahoué,6.734086,-5.291259,7.026335,-6.658544,106,work_migration,False,[np.str_('Yamoussoukro')],154.4
e6d224b0fa61,2024-01-17T00:00:00,Abengourou,Comoé,Bediala,Sassandra-Marahoué,6.49528,-3.464238,7.083449,-6.164922,210,work_migration,True,"[np.str_('Abengourou'), np.str_('Bingerville')]",305.3
59d6ca00e169,2024-01-07T00:00:00,Abidjan-Ville,Abidjan,Bodokro,ValléeduBandama,5.427151,-4.140984,7.817498,-5.536123,252,permanent_relocation,True,"[np.str_('Abidjan-Ville'), np.str_('Anyama')]",307.2
49030f7ee67a,2024-01-05T00:00:00,Sinematiali,Savanes,Santama-Sokoro,ValléeduBandama,9.578635,-5.344244,8.056281,-4.579593,149,work_migration,False,[np.str_('Sinematiali')],189.0
10eed2a57e20,2024-01-10T00:00:00,Bouake,ValléeduBandama,Aboisso,Comoé,7.562521,-4.851869,5.391157,-3.144166,97,seasonal_agriculture,False,[np.str_('Bouake')],306.4
7ff473a469f8,2024-01-10T00:00:00,Yamoussoukro,Yamoussoukro,Guiembe,Savanes,6.913854,-5.370287,9.239126,-5.907485,183,work_migration,False,[np.str_('Yamoussoukro')],265.2
b9980543b368,2024-01-04T00:00:00,Affery,Lagunes,Taabo,Lagunes,6.219849,-3.959108,6.005842,-4.883227,52,temporary_stay,True,"[np.str_('Affery'), np.str_('Bingerville')]",104.9
c7daa6bc9b2d,2024-01-28T00:00:00,Tiebissou,Lacs,Nielle,Savanes,7.158285,-5.357305,10.411533,-5.774975,250,work_migration,False,[np.str_('Tiebissou')],364.6
9d0cd1831588,2024-01-11T00:00:00,Saioua,Sassandra-Marahoué,Lakota,Gôh-Djiboua,6.567397,-6.16307,5.639631,-5.84858,133,work_migration,False,[np.str_('Saioua')],108.9
1107d4497b8c,2024-01-17T00:00:00,Kaniasso,Denguélé,Sarhala,Woroba,9.713501,-7.386993,8.425344,-6.278269,252,work_migration,False,[np.str_('Kaniasso')],188.0
024106ab104d,2024-01-30T00:00:00,Bouake,ValléeduBandama,Niable,Comoé,7.90886,-4.61822,6.724836,-3.223532,12,temporary_stay,True,"[np.str_('Bouake'), np.str_('Anyama')]",202.5
b2f3c244f298,2024-01-26T00:00:00,Abidjan-Ville,Abidjan,Guiglo,Montagnes,5.417016,-4.082521,6.676159,-7.76133,307,work_migration,False,[np.str_('Abidjan-Ville')],430.2
dc5148c21667,2024-01-24T00:00:00,Yamoussoukro,Yamoussoukro,Bouake,ValléeduBandama,6.829922,-5.175964,7.81828,-5.012083,122,permanent_relocation,True,"[np.str_('Yamoussoukro'), np.str_('Abidjan-Ville')]",111.4
3d368d77d4e1,2024-01-29T00:00:00,Gagnoa,Gôh-Djiboua,Borotou,Woroba,6.034062,-5.953114,8.635427,-7.564018,78,seasonal_agriculture,False,[np.str_('Gagnoa')],339.5
94a286f3259d,2024-01-12T00:00:00,Man,Montagnes,Gagnoa,Gôh-Djiboua,7.428431,-7.743107,6.02271,-5.802452,21,temporary_stay,False,[np.str_('Man')],265.2
4e1c040faed6,2024-01-28T00:00:00,Logouale,Montagnes,Sakassou,ValléeduBandama,7.067331,-7.639299,7.61331,-5.350515,94,seasonal_agriculture,False,[np.str_('Logouale')],259.6
3b6e3784424f,2024-01-28T00:00:00,Gagnoa,Gôh-Djiboua,Komborodougou,Savanes,6.0167,-5.98806,9.381401,-5.428937,115,seasonal_agriculture,True,"[np.str_('Gagnoa'), np.str_('Anyama')]",379.2
e56df4f5f97e,2024-01-27T00:00:00,Djibrosso,Woroba,Kounahiri,Woroba,8.898206,-7.107071,7.996574,-5.57921,119,seasonal_agriculture,False,[np.str_('Djibrosso')],195.7
3a3e171b8e77,2024-01-08T00:00:00,Man,Montagnes,Guitry,Gôh-Djiboua,7.383251,-7.561012,5.494753,-5.047031,117,work_migration,False,[np.str_('Man')],348.2
e70cc45f7d29,2024-01-13T00:00:00,Doropo,Zanzan,Adzope,Lagunes,9.768803,-3.141631,6.283711,-3.759811,213,work_migration,False,[np.str_('Doropo')],393.5
92fc4a7e292d,2024-01-25T00:00:00,Abidjan-Ville,Abidjan,Dioulatiedougou,Denguélé,5.448662,-4.159147,9.118425,-7.172688,34,temporary_stay,True,"[np.str_('Abidjan-Ville'), np.str_('Bingerville')]",526.3
fb14570956fa,2024-01-25T00:00:00,Yamoussoukro,Yamoussoukro,Bouafle,Sassandra-Marahoué,6.757484,-5.189565,7.018775,-5.748316,154,education_migration,True,"[np.str_('Yamoussoukro'), np.str_('Abidjan-Ville')]",68.2
80a6fbaf8d44,2024-01-25T00:00:00,Abidjan-Ville,Abidjan,Akoupe,Lagunes,5.400715,-4.019074,6.449915,-3.976588,40,temporary_stay,False,[np.str_('Abidjan-Ville')],116.8
59786e1ee292,2024-01-09T00:00:00,Diegonefla,Gôh-Djiboua,Tengréla,Savanes,6.335602,-5.721649,10.66731,-6.305544,12,circular_migration,True,"[np.str_('Diegonefla'), np.str_('Abidjan-Ville')]",485.9
45ca10ab210c,2024-01-03T00:00:00,Abidjan-Ville,Abidjan,Sandégué,Zanzan,5.255464,-4.090993,8.05147,-3.957207,164,work_migration,False,[np.str_('Abidjan-Ville')],311.3
341e0b44c4e9,2024-01-03T00:00:00,Abidjan-Ville,Abidjan,Kouto,Savanes,5.248058,-4.044147,10.214918,-6.48372,69,seasonal_agriculture,False,[np.str_('Abidjan-Ville')],614.2
7c527e4e06d3,2024-01-01T00:00:00,Grand-Lahou,Lagunes,Bako,Denguélé,5.167601,-5.035508,9.312402,-7.607339,340,work_migration,True,"[np.str_('Grand-Lahou'), np.str_('Bingerville')]",541.2
e834ce0eb984,2024-01-06T00:00:00,Bouake,ValléeduBandama,Tiassalé,Lagunes,7.923988,-4.975519,6.003041,-4.643163,177,permanent_relocation,True,"[np.str_('Bouake'), np.str_('Anyama')]",216.7
74db6ca35397,2024-01-07T00:00:00,Abidjan-Ville,Abidjan,Satama-Sokoura,ValléeduBandama,5.313175,-3.920913,7.928129,-4.376181,29,circular_migration,True,"[np.str_('Abidjan-Ville'), np.str_('Songon')]",295.1
7fd2d10a03f9,2024-01-14T00:00:00,Bouake,ValléeduBandama,Kouassi-Datekro,Zanzan,7.649583,-5.04293,7.810288,-3.69987,98,permanent_relocation,False,[np.str_('Bouake')],149.1
f23a3e39d23f,2024-01-25T00:00:00,Gbonne,Montagnes,Tabou,Bas-Sassandra,7.716712,-7.439378,4.581053,-7.398976,133,education_migration,False,[np.str_('Gbonne')],348.7
8e5812244690,2024-01-26T00:00:00,Korhogo,Savanes,Djibrosso,Woroba,9.698297,-5.769687,8.951856,-7.047693,219,work_migration,False,[np.str_('Korhogo')],163.0
936e08915e33,2024-01-18T00:00:00,Abidjan-Ville,Abidjan,Dimbokro,Lacs,5.28421,-3.82527,6.80698,-4.64812,75,seasonal_agriculture,False,[np.str_('Abidjan-Ville')],192.2
7453e6acbabd,2024-01-22T00:00:00,Saioua,Sassandra-Marahoué,Grand-Lahou,Lagunes,6.389184,-6.283235,5.21643,-4.874229,29,temporary_stay,True,"[np.str_('Saioua'), np.str_('Anyama')]",203.2
c6fd020d20df,2024-01-13T00:00:00,Seguelon,Denguélé,San-Pedro,Bas-Sassandra,9.265445,-6.996945,4.986995,-6.672582,260,work_migration,False,[np.str_('Seguelon')],477.1
625a3f2d62a2,2024-01-20T00:00:00,Ouangolodougou,Savanes,Santama-Sokoro,ValléeduBandama,10.097669,-5.144373,8.122678,-4.491126,29,temporary_stay,False,[np.str_('Ouangolodougou')],231.0
b5b2f2aba118,2024-01-03T00:00:00,Abidjan-Ville,Abidjan,Djibrosso,Woroba,5.246938,-4.091483,8.743837,-7.157115,347,work_migration,False,[np.str_('Abidjan-Ville')],515.4
6883b0c9c975,2024-01-26T00:00:00,Abidjan-Ville,Abidjan,Oumé,Gôh-Djiboua,5.260566,-3.832027,6.375704,-5.48043,60,seasonal_agriculture,True,"[np.str_('Abidjan-Ville'), np.str_('Songon')]",220.5
0f8aae85a73f,2024-01-25T00:00:00,Yamoussoukro,Yamoussoukro,Worofla,Woroba,6.559772,-5.292928,8.506403,-7.152553,57,seasonal_agriculture,True,"[np.str_('Yamoussoukro'), np.str_('Bingerville')]",298.1
eeac9feea4d3,2024-01-13T00:00:00,Abidjan-Ville,Abidjan,Guitry,Gôh-Djiboua,5.297977,-4.090204,5.325891,-5.385051,51,temporary_stay,True,"[np.str_('Abidjan-Ville'), np.str_('Anyama')]",143.4
d6eab033feab,2024-01-24T00:00:00,Abengourou,Comoé,Tioroniaradougou,Savanes,6.710194,-3.744689,9.305963,-5.71567,207,work_migration,False,[np.str_('Abengourou')],361.1
afe787434fbc,2024-01-13T00:00:00,San-Pedro,Bas-Sassandra,Soubre,Bas-Sassandra,4.890794,-6.631977,5.746167,-6.33185,362,work_migration,True,"[np.str_('San-Pedro'), np.str_('Abidjan-Ville')]",100.8
d1f46d84c41c,2024-01-17T00:00:00,Abidjan-Ville,Abidjan,Botro,ValléeduBandama,5.284955,-3.98079,7.890654,-5.40006,336,permanent_relocation,False,[np.str_('Abidjan-Ville')],329.4
7aa84fe6afa1,2024-01-06T00:00:00,Abidjan-Ville,Abidjan,Kolia,Savanes,5.289654,-4.096918,9.840434,-6.716154,110,work_migration,True,"[np.str_('Abidjan-Ville'), np.str_('Bingerville')]",582.6
e5f83403806b,2024-01-23T00:00:00,Daloa,Sassandra-Marahoué,Bonoua,Comoé,7.003501,-6.842975,5.492038,-3.452311,22,circular_migration,False,[np.str_('Daloa')],410.7
23ccc7c039c5,2024-01-21T00:00:00,Facobly,Montagnes,Rubino,Lagunes,7.597474,-7.068529,6.183224,-4.286538,295,work_migration,False,[np.str_('Facobly')],345.0
03c561560a91,2024-01-25T00:00:00,Abidjan-Ville,Abidjan,Kongasso,Woroba,5.374717,-4.061104,7.78591,-5.990046,98,seasonal_agriculture,False,[np.str_('Abidjan-Ville')],342.5
9f70039f4abd,2024-01-14T00:00:00,Daloa,Sassandra-Marahoué,Alépé,Lagunes,6.698592,-6.463415,5.451874,-3.669523,50,temporary_stay,False,[np.str_('Daloa')],338.6
a45b91efa973,2024-01-02T00:00:00,Korhogo,Savanes,Tanda,Zanzan,9.593428,-5.752748,7.790739,-3.145719,47,temporary_stay,False,[np.str_('Korhogo')],349.7
9d3e99fd06d9,2024-01-28T00:00:00,Seguelon,Denguélé,Brobo,ValléeduBandama,9.256632,-6.857644,7.714294,-4.733139,220,permanent_relocation,False,[np.str_('Seguelon')],289.8
81bc826a9df8,2024-01-18T00:00:00,Bouake,ValléeduBandama,Grabo,Bas-Sassandra,7.909987,-5.012029,5.214959,-7.202467,100,seasonal_agriculture,False,[np.str_('Bouake')],385.2
549680a19ec4,2024-01-21T00:00:00,Abidjan-Ville,Abidjan,Vavoua,Sassandra-Marahoué,5.399598,-4.00036,7.6583,-6.655151,76,seasonal_agriculture,True,"[np.str_('Abidjan-Ville'), np.str_('Anyama')]",386.1
d1b746ba0028,2024-01-06T00:00:00,Sassandra,Bas-Sassandra,Koun-Fao,Zanzan,5.592768,-6.185686,7.594389,-3.353233,44,seasonal_agriculture,False,[np.str_('Sassandra')],383.9
9d97433555f9,2024-01-02T00:00:00,San-Pedro,Bas-Sassandra,Tiebissou,Lacs,4.859343,-6.535682,6.94157,-4.876157,45,circular_migration,False,[np.str_('San-Pedro')],295.5
8374584cbae0,2024-01-26T00:00:00,Abidjan-Ville,Abidjan,Touba,Woroba,5.293962,-4.063717,7.942021,-7.697958,24,circular_migration,False,[np.str_('Abidjan-Ville')],497.8
2ef53a04efd4,2024-01-08T00:00:00,Man,Montagnes,Foumbolo,ValléeduBandama,7.529684,-7.601075,8.649178,-4.943211,267,permanent_relocation,False,[np.str_('Man')],318.0
a81c04164297,2024-01-07T00:00:00,Abidjan-Ville,Abidjan,Sangouine,Montagnes,5.448416,-4.042011,7.298923,-7.732169,160,permanent_relocation,False,[np.str_('Abidjan-Ville')],456.7
698337690138,2024-01-06T00:00:00,Bin-Houye,Montagnes,Tiebissou,Lacs,6.69406,-8.356073,7.087152,-5.182652,20,circular_migration,True,"[np.str_('Bin-Houye'), np.str_('Anyama')]",353.0
c28001a1d212,2024-01-17T00:00:00,Gueyo,Bas-Sassandra,Ayame,Comoé,5.354473,-6.033771,5.929462,-3.289315,334,work_migration,True,"[np.str_('Gueyo'), np.str_('Abidjan-Ville')]",310.3
01ead6a42165,2024-01-24T00:00:00,Bouake,ValléeduBandama,Toumodi,Lacs,7.709808,-5.02325,6.330427,-4.87285,185,work_migration,False,[np.str_('Bouake')],154.3
30805f065058,2024-01-10T00:00:00,Bouake,ValléeduBandama,Agnibilekro,Comoé,7.894364,-4.999986,7.004983,-3.128569,130,permanent_relocation,True,"[np.str_('Bouake'), np.str_('Anyama')]",228.8
860aaba6d73d,2024-01-02T00:00:00,Daloa,Sassandra-Marahoué,Tiebissou,Lacs,6.750602,-6.243591,7.024556,-5.072045,263,permanent_relocation,False,[np.str_('Daloa')],132.9
b39b5ac8a248,2024-01-21T00:00:00,Bouake,ValléeduBandama,Ouragahio,Gôh-Djiboua,7.897534,-4.801795,6.314822,-5.895726,9,temporary_stay,False,[np.str_('Bouake')],213.4
9450b8c3f388,2024-01-10T00:00:00,Ferkessedougou,Savanes,Attiégoukaro,Yamoussoukro,9.838261,-5.004897,6.849826,-5.185966,309,work_migration,False,[np.str_('Ferkessedougou')],332.9
de866d320949,2024-01-07T00:00:00,Abengourou,Comoé,Tanda,Zanzan,6.275968,-3.219177,7.715176,-3.296578,18,temporary_stay,False,[np.str_('Abengourou')],160.3
cc06e8768e1a,2024-01-19T00:00:00,Abidjan-Ville,Abidjan,Botro,ValléeduBandama,5.413116,-3.943776,7.865511,-5.306214,124,work_migration,False,[np.str_('Abidjan-Ville')],311.5
331bbd8b6833,2024-01-24T00:00:00,Abidjan-Ville,Abidjan,Hire,Gôh-Djiboua,5.463094,-4.02075,6.171312,-5.348921,9,circular_migration,False,[np.str_('Abidjan-Ville')],166.7
746dcb023d43,2024-01-18T00:00:00,Abidjan-Ville,Abidjan,Gueyo,Bas-Sassandra,5.401188,-3.996217,5.763956,-6.189767,15,temporary_stay,False,[np.str_('Abidjan-Ville')],246.1
41995a1ff1af,2024-01-17T00:00:00,Man,Montagnes,Bondoukou,Zanzan,7.423911,-7.456992,8.358202,-3.153606,230,permanent_relocation,False,[np.str_('Man')],485.2
ec855cc68ab8,2024-01-27T00:00:00,Abidjan-Ville,Abidjan,Tabou,Bas-Sassandra,5.253425,-3.848367,4.748206,-7.420452,98,work_migration,False,[np.str_('Abidjan-Ville')],399.7
4731fd3d55df,2024-01-06T00:00:00,Abidjan-Ville,Abidjan,Tabou,Bas-Sassandra,5.403038,-3.973553,4.5474,-7.454939,324,permanent_relocation,False,[np.str_('Abidjan-Ville')],397.2
9f173f94cf88,2024-01-23T00:00:00,Kaniasso,Denguélé,Bouna,Zanzan,9.848506,-7.380037,8.907823,-2.772877,18,circular_migration,True,"[np.str_('Kaniasso'), np.str_('Abidjan-Ville')]",516.1
234cc68901b2,2024-01-04T00:00:00,Abidjan-Ville,Abidjan,M'Bahiakro,Lacs,5.448475,-3.987649,7.387355,-4.555402,122,work_migration,False,[np.str_('Abidjan-Ville')],224.5
5cbb424a6d42,2024-01-11T00:00:00,Bouake,ValléeduBandama,Sinfra,Sassandra-Marahoué,7.850308,-4.897866,6.524047,-5.750066,350,work_migration,True,"[np.str_('Bouake'), np.str_('Abidjan-Ville')]",174.9
3621702881e2,2024-01-17T00:00:00,Tiapoum,Comoé,Kaniasso,Denguélé,5.242418,-2.852792,9.996999,-7.504495,43,seasonal_agriculture,True,"[np.str_('Tiapoum'), np.str_('Abidjan-Ville')]",736.3
c30871bcb558,2024-01-11T00:00:00,Korhogo,Savanes,Tiapoum,Comoé,9.642524,-5.581386,5.229695,-3.030513,18,circular_migration,False,[np.str_('Korhogo')],565.5
90fcddc3850d,2024-01-16T00:00:00,Arrah,Lacs,Tengréla,Savanes,6.989351,-3.899828,10.608546,-6.653137,219,permanent_relocation,False,[np.str_('Arrah')],503.4
cb9c869af13f,2024-01-29T00:00:00,Satama-Sokoura,ValléeduBandama,Méagui,Bas-Sassandra,7.832491,-4.414032,5.368538,-6.697446,168,education_migration,False,[np.str_('Satama-Sokoura')],372.4
e07ee4665b8c,2024-01-28T00:00:00,Anyama,Abidjan,Massala,Woroba,5.604197,-3.972543,8.034524,-6.321535,298,work_migration,True,"[np.str_('Anyama'), np.str_('Bingerville')]",374.5
52570f2c971e,2024-01-02T00:00:00,Abidjan-Ville,Abidjan,Gohitafla,Sassandra-Marahoué,5.453217,-3.97107,7.555398,-5.752925,115,permanent_relocation,True,"[np.str_('Abidjan-Ville'), np.str_('Anyama')]",305.6
70dc6d51ee22,2024-01-24T00:00:00,Man,Montagnes,Dabou,Lagunes,7.290212,-7.622393,5.348437,-4.450775,41,seasonal_agriculture,True,"[np.str_('Man'), np.str_('Bingerville')]",411.7
ebbe8b98dcff,2024-01-08T00:00:00,Abidjan-Ville,Abidjan,Korhogo,Savanes,5.276096,-4.011753,9.665899,-5.697152,166,work_migration,False,[np.str_('Abidjan-Ville')],522.3
ec5614a2f3d4,2024-01-19T00:00:00,Bouake,ValléeduBandama,Zikisso,Gôh-Djiboua,7.906821,-5.091165,6.052797,-5.680363,107,seasonal_agriculture,False,[np.str_('Bouake')],216.2
610f26ea8209,2024-01-18T00:00:00,San-Pedro,Bas-Sassandra,Kouassi-Datekro,Zanzan,5.0074,-6.544375,7.583961,-3.429051,45,seasonal_agriculture,False,[np.str_('San-Pedro')],447.9
cea6bcc08f41,2024-01-23T00:00:00,Abidjan-Ville,Abidjan,Kaniasso,Denguélé,5.379984,-3.949662,9.840978,-7.519603,115,seasonal_agriculture,False,[np.str_('Abidjan-Ville')],633.1
414f412f8215,2024-01-29T00:00:00,Bouake,ValléeduBandama,Azaguie,Lagunes,7.690433,-5.083211,5.727868,-4.036118,358,work_migration,True,"[np.str_('Bouake'), np.str_('Abidjan-Ville')]",247.0
fb9ed109e048,2024-01-01T00:00:00,Yamoussoukro,Yamoussoukro,Dioulatiedougou,Denguélé,6.980841,-5.403371,9.264429,-7.406905,181,permanent_relocation,False,[np.str_('Yamoussoukro')],336.3
a4c1275c2a4b,2024-01-09T00:00:00,Abidjan-Ville,Abidjan,Jacqueville,Lagunes,5.396676,-3.938049,5.226158,-4.568862,234,permanent_relocation,True,"[np.str_('Abidjan-Ville'), np.str_('Bingerville')]",72.4
b97909f3e69b,2024-01-25T00:00:00,Yamoussoukro,Yamoussoukro,Satama-Sokoura,ValléeduBandama,6.647247,-5.360666,7.98755,-4.324364,218,work_migration,False,[np.str_('Yamoussoukro')],187.8
c2e033ca4911,2024-01-23T00:00:00,Gagnoa,Gôh-Djiboua,Aboisso,Comoé,5.71245,-6.058614,5.396042,-3.259706,194,education_migration,False,[np.str_('Gagnoa')],311.8
c52661696e3a,2024-01-27T00:00:00,San-Pedro,Bas-Sassandra,Gbeleban,Denguélé,4.84777,-6.355858,9.684839,-8.121182,71,seasonal_agriculture,False,[np.str_('San-Pedro')],572.0
655739bf5d42,2024-01-04T00:00:00,Abidjan-Ville,Abidjan,Botro,ValléeduBandama,5.283788,-3.864056,8.079326,-5.351339,27,circular_migration,False,[np.str_('Abidjan-Ville')],351.6
60373dcfc351,2024-01-27T00:00:00,Daloa,Sassandra-Marahoué,Guiembe,Savanes,6.616419,-6.226305,9.218954,-5.679989,214,work_migration,False,[np.str_('Daloa')],295.6
861d7541a008,2024-01-13T00:00:00,Karakoro,Savanes,Alépé,Lagunes,9.345991,-5.535704,5.346563,-3.68463,38,seasonal_agriculture,False,[np.str_('Karakoro')],489.3
32095e94b2c9,2024-01-02T00:00:00,Bouake,ValléeduBandama,Napieoledougou,Savanes,7.88809,-5.007305,9.289668,-5.436683,138,work_migration,False,[np.str_('Bouake')],162.8
391029fdbb5d,2024-01-10T00:00:00,Abengourou,Comoé,Niable,Comoé,6.771929,-3.420533,6.742263,-3.3632,223,work_migration,False,[np.str_('Abengourou')],7.1
23b0fd7e055d,2024-01-24T00:00:00,Abidjan-Ville,Abidjan,Nielle,Savanes,5.312313,-4.008513,10.464443,-5.569823,29,temporary_stay,False,[np.str_('Abidjan-Ville')],598.1
49f7783f9218,2024-01-20T00:00:00,Biankouma,Montagnes,Gueyo,Bas-Sassandra,7.690812,-7.551249,5.694301,-6.217935,91,seasonal_agriculture,True,"[np.str_('Biankouma'), np.str_('Bingerville')]",266.4
fbbb9366d41e,2024-01-23T00:00:00,Abidjan-Ville,Abidjan,Man,Montagnes,5.285428,-3.970024,7.433708,-7.509361,199,work_migration,False,[np.str_('Abidjan-Ville')],458.3
23dd673d8c19,2024-01-20T00:00:00,Abidjan-Ville,Abidjan,Guiglo,Montagnes,5.382926,-3.955475,6.700752,-7.784302,330,work_migration,True,"[np.str_('Abidjan-Ville'), np.str_('Songon')]",448.0
239f5e9eb43d,2024-01-08T00:00:00,Abidjan-Ville,Abidjan,Napieoledougou,Savanes,5.389696,-4.000368,9.259442,-5.587624,316,work_migration,False,[np.str_('Abidjan-Ville')],464.5
a424a7cf2f78,2024-01-04T00:00:00,Daloa,Sassandra-Marahoué,Tiapoum,Comoé,6.692098,-6.492255,5.263098,-2.795144,31,seasonal_agriculture,True,"[np.str_('Daloa'), np.str_('Bingerville')]",438.6
29965181f151,2024-01-20T00:00:00,M'bengue,Savanes,Gnamangui,Bas-Sassandra,10.189022,-6.065048,5.514764,-6.606829,350,work_migration,True,"[np.str_(""M'bengue""), np.str_('Abidjan-Ville')]",523.2
